0:source: RANDOM_NUMBERS:1, stream: default, id: {}, [[8.894343431154939, 7.143313097658485, 7.393573887522729, 0.9384935900436764, 6.331139977289203, 5.085078108672131, 0.21512418962414404, 3.6162999030074907, 1.1428430905675446, 5.484129928991192]]
1:source: RANDOM_NUMBERS:1, stream: default, id: {}, [[5.379501609473659, 0.7114446109390182, 3.3953469661899582, 3.142287960812701, 1.0146909294366635, 1.0019609520372563, 5.94106837957616, 4.549844780291997, 3.6031701689401263, 8.28462619962298]]
2:source: RANDOM_NUMBERS:1, stream: default, id: {}, [[7.3460920003146875, 3.1021610873997774, 9.583205682206412, 3.200008585971079, 5.018168690870218, 9.590432717789247, 2.618071730476835, 0.0773245889473062, 6.122542753075882, 7.2552649304208385]]
3:source: RANDOM_NUMBERS:1, stream: default, id: {}, [[0.7461460071687342, 6.315275706391698, 6.890158990535146, 2.5373916567476194, 6.4236631642770705, 0.6919968415199418, 8.002886577935895, 1.0680827797030368, 0.33322923984783426, 7.436693693217663]]
4:source: RANDOM_NUMBERS:1, stream: default, id: {}, [[4.882960839348474, 3.4124814158228123, 6.755040821837994, 4.897504188326803, 6.918938886950066, 6.612322439886499, 4.28406448029211, 1.2045708294511415, 8.92802852144787, 5.670178978600506]]
5:source: RANDOM_NUMBERS:1, stream: default, id: {}, [[0.725276297327685, 4.4542629709157975, 1.4847392152335381, 3.7755954084087398, 5.1103751910182895, 1.6299442025933564, 4.138371258240763, 1.294160590943283, 2.9532257264587236, 8.726627550370338]]
6:source: RANDOM_NUMBERS:1, stream: default, id: {}, [[6.9969507362195, 1.3237822781451603, 3.097599312654374, 4.361321699755538, 1.6727808835503966, 3.9681276185098193, 5.809626105995722, 0.5278174973898675, 2.164872324306896, 2.3853940061273917]]
7:source: RANDOM_NUMBERS:1, stream: default, id: {}, [[2.1286833792674855, 7.094122555107475, 9.896082290861491, 1.1412823972274944, 3.914288727010021, 1.1427005209782382, 4.827878706247915, 1.4282431973625231, 2.512879851046601, 8.318130309976713]]
8:source: RANDOM_NUMBERS:1, stream: default, id: {}, [[6.343216550200981, 8.308772416693037, 1.5172050676540827, 0.9737447166561797, 3.418099213483604, 2.2987369078201403, 5.702363922808862, 7.098272828222384, 3.4949681195583517, 1.3274109319275074]]
9:source: RANDOM_NUMBERS:1, stream: default, id: {}, [[3.896376207144301, 4.755452411262514, 3.426148516109535, 9.394105935174062, 8.279478355447177, 9.084038533330954, 3.873152381374547, 5.086989884768643, 6.405177306928648, 2.782587471626864]]
10:source: RANDOM_NUMBERS:1, stream: default, id: {}, [[0.6277215643134548, 6.537877705523155, 5.097421471200725, 6.442842541282364, 2.463070682173014, 9.35749568901845, 7.302071871512359, 2.097509918800408, 5.328865149391317, 0.6289125675555107]]
11:source: RANDOM_NUMBERS:1, stream: default, id: {}, [[3.9571903616389648, 1.912657294557708, 6.9710520115883075, 5.132540407867817, 2.99548621733099, 4.081928448528741, 4.387738682712667, 9.634309186770038, 6.703590649444628, 9.6692159324131]]
12:source: RANDOM_NUMBERS:1, stream: default, id: {}, [[8.924886785232285, 7.289321187395999, 6.8366590856614815, 7.398385221194031, 0.27067757331729725, 6.996496392528169, 4.123126864543086, 8.20310546148244, 1.1249708990778173, 1.8854215922538553]]
13:source: RANDOM_NUMBERS:1, stream: default, id: {}, [[5.093274965315395, 7.72678359641634, 8.900369343822485, 7.0248211193574415, 4.526584999180984, 2.902059526455675, 9.453968723549723, 8.912765397648698, 6.236698668808178, 8.241273697081935]]
14:source: RANDOM_NUMBERS:1, stream: default, id: {}, [[0.553958025991137, 8.34194599548355, 8.399119141833145, 8.533762853006259, 9.552811044334476, 3.8290356641757572, 2.1756193552195855, 7.272806105459429, 0.5688866031111439, 4.955369572773904]]
15:source: RANDOM_NUMBERS:1, stream: default, id: {}, [[4.000657405325146, 4.324482452626645, 1.3708362455693401, 3.68687389644508, 2.568918190677846, 2.1026667135264465, 9.114292220972349, 7.024380739412521, 1.2994356962892883, 6.828834904830674]]
16:source: RANDOM_NUMBERS:1, stream: default, id: {}, [[7.097891412974774, 6.181167567194698, 5.850573576629773, 0.33230638292888637, 1.7857646051437293, 5.892759638937035, 4.121474764858784, 8.286005923968782, 0.4862023231429846, 2.4347440115885224]]
